New_name,Library_name,Population,Position_in_cluster,Sex,Coverage,Project,Paper_Description,NCBI_number,Comments
M043274,M043274_S794,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043274_S794_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M038125,M038125_S658,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038125_S658_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M040734,M040734_S761,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040734_S761_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043988,M043988_S910,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043988_S910_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M038114,M038114_S649,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038114_S649_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037686,M037686_S573,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037686_S573_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038137,M038137_S669,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038137_S669_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043670,M043670_S822,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043670_S822_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043598,M043598_S811,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043598_S811_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043879,M043879_S881,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043879_S881_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
877892,877892_S21,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/877892_S21_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037748,M037748_S608,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037748_S608_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037663,M037663_S557,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037663_S557_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026253,M026253_S260,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026253_S260_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M038194,M038194_S684,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038194_S684_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038029,M038029_S637,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038029_S637_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032408,M032408_S490,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032408_S490_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M047507,M047507_S920,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047507_S920_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M040548,M040548_S744,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040548_S744_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037666,M037666_S560,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037666_S560_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043643,M043643_S817,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043643_S817_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037731,M037731_S594,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037731_S594_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M011884,M011884_S172,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M011884_S172_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M022140,M022140_S201,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022140_S201_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032331,M032331_S456,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032331_S456_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043605,M043605_S812,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043605_S812_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043029,M043029_S777,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043029_S777_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026615,M026615_S315,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026615_S315_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032450,M032450_S498,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032450_S498_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
877391,877391_S11,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/877391_S11_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037537,M037537_S524,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037537_S524_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M047511,M047511_S923,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047511_S923_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037707,M037707_S582,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037707_S582_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
880843,880843_S37,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/880843_S37_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M026190,M026190_S253,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026190_S253_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038313,M038313_S696,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038313_S696_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043018,M043018_S772,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043018_S772_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
861621,861621_S3,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/861621_S3_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037679,M037679_S568,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037679_S568_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M036781,M036781_S512,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M036781_S512_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M040586,M040586_S759,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040586_S759_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037767,M037767_S624,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037767_S624_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022942,M022942_S236,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022942_S236_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043951,M043951_S892,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043951_S892_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M028783,M028783_S368,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M028783_S368_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032433,M032433_S497,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032433_S497_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M011930,M011930_S173,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M011930_S173_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
887558,887558_S50,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/887558_S50_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043725,M043725_S844,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043725_S844_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038115,M038115_S650,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038115_S650_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026255,M026255_S262,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026255_S262_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043828,M043828_S866,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043828_S866_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M037549,M037549_S528,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037549_S528_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022065,M022065_S191,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022065_S191_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M020511,M020511_S182,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M020511_S182_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M026831,M026831_S348,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026831_S348_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026695,M026695_S330,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026695_S330_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026628,M026628_S319,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026628_S319_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043669,M043669_S821,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043669_S821_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M037743,M037743_S603,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037743_S603_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
889168,889168_S54,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889168_S54_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032370,M032370_S474,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032370_S474_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
886258,886258_S45,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/886258_S45_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M038357,M038357_S714,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038357_S714_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038311,M038311_S694,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038311_S694_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026617,M026617_S316,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026617_S316_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037869,M037869_S627,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037869_S627_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M031790,M031790_S386,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031790_S386_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038361,M038361_S717,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038361_S717_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M000373,M000373_S128,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M000373_S128_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M038023,M038023_S635,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038023_S635_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M042887,M042887_S771,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M042887_S771_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M047562,M047562_S947,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047562_S947_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M038309,M038309_S692,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038309_S692_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037637,M037637_S540,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037637_S540_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032250,M032250_S435,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032250_S435_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026572,M026572_S311,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026572_S311_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038319,M038319_S701,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038319_S701_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037735,M037735_S598,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037735_S598_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037507,M037507_S516,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037507_S516_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026549,M026549_S304,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026549_S304_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037558,M037558_S533,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037558_S533_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M031606,M031606_S380,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031606_S380_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037667,M037667_S561,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037667_S561_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032180,M032180_S421,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032180_S421_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032321,M032321_S450,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032321_S450_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043897,M043897_S888,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043897_S888_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M040793,M040793_S763,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040793_S763_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M010979,M010979_S141,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M010979_S141_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M031515,M031515_S377,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031515_S377_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026954,M026954_S355,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026954_S355_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043801,M043801_S854,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043801_S854_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043959,M043959_S897,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043959_S897_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026794,M026794_S342,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026794_S342_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043728,M043728_S847,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043728_S847_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032336,M032336_S459,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032336_S459_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038376,M038376_S720,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038376_S720_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038383,M038383_S725,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038383_S725_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
849754,849754_S1,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/849754_S1_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M038381,M038381_S723,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038381_S723_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043106,M043106_S782,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043106_S782_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032219,M032219_S424,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032219_S424_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032305,M032305_S442,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032305_S442_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032423,M032423_S496,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032423_S496_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M011821,M011821_S164,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M011821_S164_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M038147,M038147_S677,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038147_S677_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037740,M037740_S601,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037740_S601_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M011685,M011685_S152,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M011685_S152_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M032358,M032358_S468,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032358_S468_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037736,M037736_S599,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037736_S599_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M047544,M047544_S941,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047544_S941_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043724,M043724_S843,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043724_S843_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026636,M026636_S320,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026636_S320_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M031967,M031967_S397,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031967_S397_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
881104,881104_S39,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/881104_S39_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M038143,M038143_S673,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038143_S673_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M011628,M011628_S151,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M011628_S151_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037896,M037896_S629,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037896_S629_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043668,M043668_S820,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043668_S820_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M011817,M011817_S160,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M011817_S160_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M026919,M026919_S352,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026919_S352_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043882,M043882_S883,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043882_S883_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M037557,M037557_S532,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037557_S532_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043837,M043837_S870,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043837_S870_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037700,M037700_S578,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037700_S578_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022103,M022103_S193,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022103_S193_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043269,M043269_S791,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043269_S791_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M031799,M031799_S391,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031799_S391_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M011103,M011103_S145,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M011103_S145_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
889252,889252_S64,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889252_S64_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
